0	0
5.5	1.03015e-16
11	9.80535e-17
16.5	-4.87527e-17
22	-5.04784e-05
27.5	0.00406996
33	0.0181024
38.5	0.0147525
44	0.01197
49.5	0.0240505
55	0.00240734
60.5	0.0257392
66	-0.0111282
71.5	-0.102971
77	-0.0916361
82.5	-0.0857319
88	-0.144834
93.5	0.0404872
99	-0.0190254
104.5	0.14969
110	-0.244922
115.5	0.0511929
121	-0.0425975
126.5	-0.119118
132	0.0173764
137.5	-0.107292
143	-0.210706
148.5	-0.0586532
154	-0.540236
159.5	-0.0266481
165	0.541407
170.5	-0.00548082
176	-0.487642
181.5	-0.0527817
187	-0.290143
192.5	0.284988
198	0.144578
203.5	0.219302
209	-0.407858
214.5	-0.144235
220	-0.0153207
225.5	0.217708
231	0.300819
236.5	-0.218515
242	-0.323834
247.5	0.00378466
253	0.216506
258.5	-0.0774304
264	0.287714
269.5	0.24635
275	-0.11801
280.5	-0.157363
286	-0.0396209
291.5	0.249967
297	0.22281
302.5	0.195953
308	0.0293653
313.5	0.262019
319	0.110532
324.5	-0.0411104
330	-0.0558167
335.5	0.00239299
341	0.0333488
346.5	-0.0449956
352	-0.146258
357.5	-0.0383838
363	0.0361561
368.5	0.0523648
374	0.0187327
379.5	-0.0543545
385	0.0612368
390.5	-0.231254
396	0.123036
401.5	-0.0240514
407	0.0641187
412.5	-0.0508785
418	0.0462028
423.5	0.078876
429	-0.0251855
434.5	-0.086458
440	0.0930384
445.5	0.0537479
451	-0.0817542
456.5	-0.031221
462	0.0439722
467.5	0.0379391
473	-0.0195999
478.5	0.0440568
484	0.000968253
489.5	-0.0362047
495	-0.0501177
500.5	0.0258561
506	-0.000104357
511.5	0.0183668
517	0.0211214
522.5	0.0187965
528	-0.00615411
533.5	-0.0210227
539	-0.0441492
544.5	-0.0259841
550	0.0123572
